Member_number;Date;Baskets
4073;30/01/2014;UHT-milk,berries
4242;30/01/2014;yogurt,brown bread
4372;30/01/2014;pastry,brown bread
4434;30/01/2014;beverages,domestic eggs,butter
4513;30/01/2014;shopping bags,soft cheese,dessert
4832;30/01/2014;soda,curd
4884;30/01/2014;coffee,other vegetables
1148;31/01/2014;root vegetables,soda,long life bakery product
1297;31/01/2014;yogurt,red/blush wine
1367;31/01/2014;bottled beer,whole milk
1554;31/01/2014;vinegar,hygiene articles
1860;31/01/2014;sausage,rolls/buns
1905;31/01/2014;seasonal products,soups
2164;31/01/2014;pip fruit,curd cheese
2303;31/01/2014;decalcifier,grapes
2495;31/01/2014;snack products,rolls/buns,citrus fruit
2732;31/01/2014;berries,brown bread,grapes
2761;31/01/2014;shopping bags,other vegetables,frozen vegetables
3015;31/01/2014;bottled water,ham,margarine
3131;31/01/2014;yogurt,long life bakery product
3184;31/01/2014;semi-finished bread,packaged fruit/vegetables
3268;31/01/2014;hamburger meat,dish cleaner
3456;31/01/2014;yogurt,canned fish
3474;31/01/2014;fruit/vegetable juice,long life bakery product
3583;31/01/2014;ice cream,other vegetables
3713;31/01/2014;berries,finished products
3769;31/01/2014;yogurt,domestic eggs,rolls/buns,white bread
4077;31/01/2014;coffee,whole milk
4375;31/01/2014;butter,waffles
4400;31/01/2014;butter milk,pet care
4443;31/01/2014;other vegetables,whole milk
4616;31/01/2014;pastry,Instant food products
4715;31/01/2014;sausage,softener
4744;31/01/2014;other vegetables,frankfurter
4924;31/01/2014;sausage,salty snack
1175;01/02/2014;hamburger meat,other vegetables
1809;01/02/2014;root vegetables,waffles,hard cheese
1878;01/02/2014;root vegetables,dessert
1965;01/02/2014;yogurt,chewing gum
2202;01/02/2014;coffee,sauces
2475;01/02/2014;roll products ,dishes
2690;01/02/2014;rolls/buns,grapes
2717;01/02/2014;fruit/vegetable juice
2755;01/02/2014;beef,whole milk,fruit/vegetable juice
3107;01/02/2014;rolls/buns,whole milk
3120;01/02/2014;beef,whole milk,newspapers
3156;01/02/2014;whipped/sour cream,soda
3220;01/02/2014;canned beer,salty snack
3243;01/02/2014;whole milk,pot plants
3663;01/02/2014;roll products ,rolls/buns,frozen vegetables
3758;01/02/2014;domestic eggs,rolls/buns
3805;01/02/2014;white bread,semi-finished bread
4140;01/02/2014;curd,newspapers
4247;01/02/2014;butter,soda
4255;01/02/2014;frankfurter,margarine
4316;01/02/2014;candy,tropical fruit
4527;01/02/2014;curd,brown bread
4548;01/02/2014;UHT-milk,other vegetables
4746;01/02/2014;margarine,newspapers
4887;01/02/2014;soap,long life bakery product
1113;02/02/2014;canned beer,curd
1139;02/02/2014;canned beer,rolls/buns,brown bread
1180;02/02/2014;frozen potato products,whole milk
1791;02/02/2014;yogurt,bottled beer,tropical fruit,cake bar
1923;02/02/2014;pip fruit,meat
1939;02/02/2014;whipped/sour cream,rolls/buns
1996;02/02/2014;domestic eggs,whipped/sour cream
2036;02/02/2014;soda,whole milk
2215;02/02/2014;napkins,curd
2435;02/02/2014;sausage,dessert
2505;02/02/2014;frozen vegetables,fruit/vegetable juice
3194;02/02/2014;frozen vegetables,tropical fruit
3289;02/02/2014;sugar,hard cheese
3921;02/02/2014;coffee,hard cheese
4133;02/02/2014;yogurt,soda,canned beer
4291;02/02/2014;cream cheese ,whole milk
4406;02/02/2014;other vegetables,newspapers
4635;02/02/2014;root vegetables,baking powder
4679;02/02/2014;shopping bags,beef
4947;02/02/2014;white wine,frozen potato products
1033;03/02/2014;frankfurter,pastry
1118;03/02/2014;bottled beer,sliced cheese,frozen vegetables
1549;03/02/2014;domestic eggs,coffee,pastry
1605;03/02/2014;soda,fruit/vegetable juice
1661;03/02/2014;whipped/sour cream,root vegetables,salty snack
2094;03/02/2014;whole milk
2139;03/02/2014;butter milk,other vegetables
2254;03/02/2014;whipped/sour cream,newspapers
2334;03/02/2014;coffee,root vegetables,soda
2906;03/02/2014;butter,whole milk
3254;03/02/2014;other vegetables,whole milk
3442;03/02/2014;rolls/buns,brandy
3787;03/02/2014;pip fruit,pasta
3807;03/02/2014;cat food,fruit/vegetable juice
4045;03/02/2014;pip fruit,beef,rolls/buns
4132;03/02/2014;shopping bags,yogurt,bottled water
4297;03/02/2014;shopping bags,whole milk,fruit/vegetable juice
4359;03/02/2014;butter milk,rolls/buns
4504;03/02/2014;seasonal products,soups
4582;03/02/2014;other vegetables,specialty chocolate
4656;03/02/2014;hamburger meat,frozen dessert,other vegetables,oil
4683;03/02/2014;domestic eggs,cling film/bags
4690;03/02/2014;butter,chicken
4751;03/02/2014;butter,candy
4796;03/02/2014;curd cheese,rolls/buns,Instant food products
4826;03/02/2014;whole milk,curd
1376;04/02/2014;dessert,pot plants
1546;04/02/2014;white bread,canned fish
1561;04/02/2014;white bread
1706;04/02/2014;yogurt,soda
1777;04/02/2014;sugar,margarine
1999;04/02/2014;white wine,brown bread
2045;04/02/2014;other vegetables,soft cheese,tropical fruit
2049;04/02/2014;other vegetables,whole milk
2058;04/02/2014;other vegetables,rolls/buns
2125;04/02/2014;yogurt,soda,chewing gum,oil
2204;04/02/2014;other vegetables,bottled beer
2584;04/02/2014;bottled beer,whole milk,curd
2709;04/02/2014;bottled water,whole milk
2748;04/02/2014;processed cheese,misc. beverages
2868;04/02/2014;soda,salty snack
3011;04/02/2014;other vegetables,rolls/buns,frozen meals
3129;04/02/2014;coffee,sweet spreads
3249;04/02/2014;beverages,dessert
3414;04/02/2014;cream cheese ,bottled water
3476;04/02/2014;ice cream,pastry
3556;04/02/2014;pork,margarine
3641;04/02/2014;white bread,bottled water
3786;04/02/2014;berries,pastry
3896;04/02/2014;pip fruit,misc. beverages,spread cheese
4129;04/02/2014;napkins,waffles
4312;04/02/2014;whole milk,cocoa drinks
4474;04/02/2014;butter milk,fruit/vegetable juice
4747;04/02/2014;pip fruit,soft cheese
1136;05/02/2014;citrus fruit,flower (seeds)
1165;05/02/2014;whole milk,frozen vegetables
1169;05/02/2014;soda,margarine
1246;05/02/2014;yogurt,canned beer
1445;05/02/2014;other vegetables,chocolate
1492;05/02/2014;yogurt,rolls/buns,whole milk
1586;05/02/2014;pip fruit,rolls/buns
1805;05/02/2014;citrus fruit,tropical fruit,newspapers
1959;05/02/2014;root vegetables,softener
1972;05/02/2014;whipped/sour cream,bottled beer
2028;05/02/2014;dessert,flower (seeds)
2147;05/02/2014;soda,chocolate
2313;05/02/2014;other vegetables,dishes
2608;05/02/2014;cream cheese ,tropical fruit
3030;05/02/2014;dish cleaner,pastry,citrus fruit
3321;05/02/2014;butter,sliced cheese
3344;05/02/2014;cling film/bags,tropical fruit
3411;05/02/2014;other vegetables,dessert
3426;05/02/2014;pip fruit,pork
3629;05/02/2014;other vegetables,grapes
3727;05/02/2014;beverages,cat food,rolls/buns
4015;05/02/2014;shopping bags,rolls/buns
4211;05/02/2014;curd cheese,rolls/buns
4376;05/02/2014;butter,rolls/buns
4468;05/02/2014;chocolate,soft cheese,bottled water,dishes
4807;05/02/2014;cream cheese ,pickled vegetables
1011;06/02/2014;curd cheese,pastry
1767;06/02/2014;UHT-milk,frankfurter
1811;06/02/2014;other vegetables,dessert,canned beer,pastry
1905;06/02/2014;butter,cat food
1923;06/02/2014;domestic eggs,tropical fruit
1932;06/02/2014;onions,specialty chocolate
2063;06/02/2014;pastry,brandy
2068;06/02/2014;yogurt,specialty vegetables
2093;06/02/2014;other vegetables,whole milk
2157;06/02/2014;chocolate marshmallow,dishes,grapes
2199;06/02/2014;rolls/buns,citrus fruit
2365;06/02/2014;beef,margarine
2605;06/02/2014;yogurt,other vegetables,white bread,pork
2612;06/02/2014;white bread,specialty bar,newspapers
2742;06/02/2014;coffee,cream cheese
2807;06/02/2014;herbs,rolls/buns,newspapers
2862;06/02/2014;shopping bags,kitchen towels
3129;06/02/2014;coffee,dessert
3438;06/02/2014;rolls/buns,citrus fruit
3468;06/02/2014;yogurt,whipped/sour cream
3895;06/02/2014;yogurt,cat food,soda,margarine
4371;06/02/2014;domestic eggs,chocolate
4645;06/02/2014;butter,chewing gum
4772;06/02/2014;whole milk,sauces
4891;06/02/2014;cream cheese ,specialty bar,dog food
4995;06/02/2014;mayonnaise,domestic eggs
1286;07/02/2014;root vegetables,long life bakery product
1379;07/02/2014;root vegetables,whole milk
1534;07/02/2014;other vegetables,pastry
1565;07/02/2014;chewing gum,rolls/buns
1609;07/02/2014;napkins,soft cheese
1733;07/02/2014;butter,zwieback
1922;07/02/2014;sugar,bottled water
1995;07/02/2014;frozen dessert,frozen meals
2104;07/02/2014;domestic eggs,bottled water,pastry
3094;07/02/2014;soda,whole milk,brown bread
3119;07/02/2014;flour,tropical fruit
3213;07/02/2014;chocolate marshmallow,soda,hard cheese
3393;07/02/2014;frozen potato products,whole milk
3425;07/02/2014;pastry,newspapers
3776;07/02/2014;yogurt,UHT-milk,specialty chocolate,whole milk
3795;07/02/2014;yogurt,pip fruit
3849;07/02/2014;baking powder,berries
4131;07/02/2014;onions,rolls/buns
4243;07/02/2014;white wine,other vegetables,chocolate
4251;07/02/2014;ham,whole milk
4408;07/02/2014;shopping bags,misc. beverages
4479;07/02/2014;waffles,brown bread
4626;07/02/2014;root vegetables,pastry
4628;07/02/2014;coffee,bottled water,curd
4820;07/02/2014;other vegetables,male cosmetics
4822;07/02/2014;rolls/buns,brown bread
4933;07/02/2014;white wine,soda,rolls/buns,white bread
1239;08/02/2014;roll products ,waffles
1602;08/02/2014;ice cream,beef
1613;08/02/2014;butter,whole milk
1703;08/02/2014;whole milk,frozen vegetables,newspapers
1888;08/02/2014;yogurt,waffles
1932;08/02/2014;cat food,citrus fruit
2098;08/02/2014;canned beer,rolls/buns,fruit/vegetable juice,tropical fruit
2241;08/02/2014;photo/film,pet care
2256;08/02/2014;beef,frozen vegetables
2408;08/02/2014;shopping bags,beverages
2451;08/02/2014;domestic eggs,candy
2581;08/02/2014;canned beer,curd
2649;08/02/2014;shopping bags,bottled water
2663;08/02/2014;other vegetables,waffles
2704;08/02/2014;vinegar,bottled beer,whole milk
2726;08/02/2014;cream cheese ,soft cheese
2857;08/02/2014;yogurt,whipped/sour cream
2869;08/02/2014;bottled beer,bottled water,brown bread
2907;08/02/2014;white wine,domestic eggs
2937;08/02/2014;rolls/buns,pork
3413;08/02/2014;frankfurter,hard cheese
3473;08/02/2014;shopping bags,tropical fruit
3617;08/02/2014;fruit/vegetable juice,brown bread
3704;08/02/2014;soda,candy
3721;08/02/2014;specialty chocolate,brown bread
4076;08/02/2014;other vegetables,dessert
4180;08/02/2014;bottled beer,canned beer
4297;08/02/2014;shopping bags,UHT-milk
4699;08/02/2014;misc. beverages,sauces
4957;08/02/2014;bottled beer,whole milk
1225;09/02/2014;rolls/buns,pastry
1312;09/02/2014;pip fruit,skin care
1446;09/02/2014;rolls/buns,citrus fruit
1625;09/02/2014;butter milk,meat
1723;09/02/2014;sweet spreads,citrus fruit
1817;09/02/2014;whipped/sour cream,margarine
2049;09/02/2014;dessert,ham
2443;09/02/2014;pasta,pastry
2445;09/02/2014;berries,curd
2478;09/02/2014;soda,citrus fruit
2556;09/02/2014;beef,frozen fish,chewing gum,sparkling wine
2808;09/02/2014;rolls/buns,cereals
2907;09/02/2014;domestic eggs,candy
2974;09/02/2014;waffles,pastry
3092;09/02/2014;yogurt,brown bread
3101;09/02/2014;frozen dessert,newspapers
3257;09/02/2014;yogurt,soda,bottled water,pastry
3417;09/02/2014;rolls/buns,whole milk
3509;09/02/2014;beef,bottled water
3529;09/02/2014;dental care,condensed milk,curd
3984;09/02/2014;other vegetables,soft cheese
4266;09/02/2014;roll products ,specialty bar,Instant food products
4305;09/02/2014;tropical fruit,flower (seeds)
4353;09/02/2014;root vegetables,rolls/buns
4588;09/02/2014;mayonnaise,other vegetables,detergent,dishes
4664;09/02/2014;bottled water,citrus fruit
4821;09/02/2014;domestic eggs,rolls/buns,grapes
1219;10/02/2014;canned beer,brown bread
1404;10/02/2014;sweet spreads,long life bakery product
1468;10/02/2014;frozen dessert,whole milk
1791;10/02/2014;bottled water,pastry
1879;10/02/2014;dessert,chocolate
1983;10/02/2014;bathroom cleaner,margarine
2144;10/02/2014;yogurt,curd
2177;10/02/2014;domestic eggs,female sanitary products
2240;10/02/2014;shopping bags,sugar,pastry
2243;10/02/2014;frozen potato products,meat
2298;10/02/2014;butter,domestic eggs,root vegetables,specialty bar
2912;10/02/2014;yogurt,whole milk
3090;10/02/2014;whole milk,margarine
3937;10/02/2014;soda,rolls/buns
4241;10/02/2014;yogurt,soda,bottled water,pot plants
4416;10/02/2014;yogurt,other vegetables,pastry
4794;10/02/2014;beverages,root vegetables
4952;10/02/2014;whole milk,meat
1080;11/02/2014;soda,canned beer
1126;11/02/2014;whipped/sour cream,rolls/buns
1487;11/02/2014;cling film/bags,yogurt,butter,fruit/vegetable juice
1817;11/02/2014;bottled beer,whole milk
1948;11/02/2014;hamburger meat,bottled water,pastry
2175;11/02/2014;butter,whipped/sour cream,turkey
2343;11/02/2014;whipped/sour cream,whole milk,soda
2789;11/02/2014;salty snack,curd
2893;11/02/2014;white wine,hard cheese
2907;11/02/2014;frozen potato products,whipped/sour cream,root vegetables,sugar
2923;11/02/2014;yogurt,specialty bar
2939;11/02/2014;bottled water,grapes
3180;11/02/2014;other vegetables,rolls/buns
3216;11/02/2014;other vegetables,rolls/buns
3696;11/02/2014;waffles,sparkling wine
3731;11/02/2014;shopping bags,hard cheese
3817;11/02/2014;bottled water,rolls/buns,waffles
3970;11/02/2014;processed cheese,berries
4613;11/02/2014;pet care,packaged fruit/vegetables
4771;11/02/2014;citrus fruit,meat
4961;11/02/2014;whole milk,candy
1141;12/02/2014;soda,rolls/buns,whole milk
1302;12/02/2014;shopping bags,yogurt,hard cheese
1418;12/02/2014;butter,pastry,cake bar
1457;12/02/2014;cat food,whole milk
1486;12/02/2014;candles,soda
1788;12/02/2014;other vegetables,canned beer
1945;12/02/2014;oil,fruit/vegetable juice
2086;12/02/2014;root vegetables,bottled water
2105;12/02/2014;rolls/buns,curd
2628;12/02/2014;berries,candy
2671;12/02/2014;pip fruit,white wine
3007;12/02/2014;frozen dessert,canned beer
3126;12/02/2014;sausage,whole milk
3208;12/02/2014;whole milk,fruit/vegetable juice
3390;12/02/2014;shopping bags,whole milk
3499;12/02/2014;sausage,sugar
3933;12/02/2014;salty snack,hard cheese
3994;12/02/2014;onions,soft cheese
4066;12/02/2014;whole milk
4075;12/02/2014;cream cheese ,brown bread
4132;12/02/2014;newspapers,Instant food products
4383;12/02/2014;ice cream,whole milk
4917;12/02/2014;bottled beer,pastry
1279;13/02/2014;oil,butter
1494;13/02/2014;bottled water,rolls/buns
1597;13/02/2014;cake bar,frozen meals
1621;13/02/2014;detergent,beef,waffles,shopping bags
1648;13/02/2014;red/blush wine,newspapers
1895;13/02/2014;specialty cheese,soups
1896;13/02/2014;soda,newspapers
2116;13/02/2014;other vegetables,fruit/vegetable juice
2222;13/02/2014;curd cheese,chewing gum,grapes
2377;13/02/2014;bottled beer,pastry
2421;13/02/2014;rolls/buns,pastry
2746;13/02/2014;dental care,curd
2854;13/02/2014;napkins,bottled beer,rolls/buns
2890;13/02/2014;shopping bags,soda,bottled water,flour
3507;13/02/2014;photo/film,root vegetables
3664;13/02/2014;napkins,pastry
3785;13/02/2014;cream cheese ,fruit/vegetable juice
3982;13/02/2014;dessert,canned beer
4145;13/02/2014;shopping bags,candy
4633;13/02/2014;onions,specialty chocolate
4872;13/02/2014;domestic eggs,bottled beer,newspapers
1102;14/02/2014;root vegetables,frozen vegetables
1342;14/02/2014;napkins,white bread
1575;14/02/2014;rolls/buns,newspapers
1783;14/02/2014;yogurt,misc. beverages
1929;14/02/2014;soda,curd
1966;14/02/2014;vinegar,frozen vegetables,grapes
2081;14/02/2014;hamburger meat,seasonal products
2153;14/02/2014;shopping bags,soda
2312;14/02/2014;pip fruit,pastry
2584;14/02/2014;whole milk,Instant food products
2626;14/02/2014;yogurt,other vegetables,chocolate
2693;14/02/2014;liqueur,coffee,bottled water
2886;14/02/2014;waffles,curd
2930;14/02/2014;bottled water,curd
3010;14/02/2014;root vegetables,other vegetables
3158;14/02/2014;processed cheese,margarine
3164;14/02/2014;coffee,citrus fruit
3502;14/02/2014;coffee,soda
3901;14/02/2014;rolls/buns,whole milk
3917;14/02/2014;sausage,whipped/sour cream,soda
4153;14/02/2014;flour,sausage,UHT-milk,long life bakery product,whole milk,chocolate
4173;14/02/2014;whipped/sour cream,candy
4387;14/02/2014;cream cheese ,soda,frozen vegetables
4394;14/02/2014;other vegetables,berries
1011;15/02/2014;candy,bottled water,rolls/buns,citrus fruit
1050;15/02/2014;beverages,waffles
1318;15/02/2014;yogurt,mustard
1472;15/02/2014;curd cheese,misc. beverages,pork,curd
1751;15/02/2014;whole milk,candy
1881;15/02/2014;frozen dessert,root vegetables,bottled water
1966;15/02/2014;specialty cheese,other vegetables,meat spreads
1998;15/02/2014;whipped/sour cream,misc. beverages,pastry
2135;15/02/2014;hard cheese,instant coffee,salty snack,newspapers
2156;15/02/2014;soda,chocolate
2322;15/02/2014;pip fruit,cake bar
3080;15/02/2014;yogurt,domestic eggs
3400;15/02/2014;rolls/buns,hard cheese
3714;15/02/2014;domestic eggs,other vegetables
3751;15/02/2014;specialty bar,semi-finished bread
3798;15/02/2014;chocolate marshmallow,soda
3919;15/02/2014;berries,pastry
3960;15/02/2014;whipped/sour cream,root vegetables,rolls/buns
4376;15/02/2014;other vegetables,rolls/buns
4441;15/02/2014;butter,bottled beer
4661;15/02/2014;cream cheese ,soda
1193;16/02/2014;shopping bags,soda
1632;16/02/2014;shopping bags,soda,brown bread
2093;16/02/2014;whipped/sour cream,waffles
2416;16/02/2014;butter milk,fruit/vegetable juice,margarine,pastry
2439;16/02/2014;packaged fruit/vegetables,whole milk
2611;16/02/2014;roll products ,margarine
2719;16/02/2014;rolls/buns,whole milk,hygiene articles
2792;16/02/2014;mayonnaise,brown bread
2796;16/02/2014;oil,whipped/sour cream
3022;16/02/2014;chicken,rolls/buns
3535;16/02/2014;rolls/buns,whole milk
3612;16/02/2014;flour,seasonal products
3662;16/02/2014;white wine,bottled water
3736;16/02/2014;liquor (appetizer),semi-finished bread
3748;16/02/2014;hamburger meat,pastry,brown bread
3769;16/02/2014;pickled vegetables,hygiene articles
4098;16/02/2014;yogurt,other vegetables,bottled water
4162;16/02/2014;curd cheese,margarine,red/blush wine
4163;16/02/2014;other vegetables,newspapers
4172;16/02/2014;whipped/sour cream,Instant food products
4202;16/02/2014;other vegetables,female sanitary products
4433;16/02/2014;whole milk,grapes
4935;16/02/2014;cat food,bottled beer,newspapers
4939;16/02/2014;bottled beer,fruit/vegetable juice
1166;17/02/2014;root vegetables,brown bread
1581;17/02/2014;napkins,newspapers
1684;17/02/2014;white wine,curd
1865;17/02/2014;onions,oil
1900;17/02/2014;pip fruit,bottled beer
1903;17/02/2014;margarine,sweet spreads
2059;17/02/2014;tropical fruit,long life bakery product
2241;17/02/2014;root vegetables,rolls/buns,frozen vegetables
2316;17/02/2014;pip fruit,bottled beer
